Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,16185045877085,handle,ru,,,was-ist-ein-mesotherapie,
PRODUCT,16185045877085,product_type,ru,,,"",
PRODUCT,16185045942621,title,ru,,,Was ist ein „ Lippenkorrektur“?,Что такое «Kоррекция губ»?
PRODUCT,16185045942621,body_html,ru,,,"<p><strong>Hyaluronsäure </strong>ist ein natürlicher, wichtiger Feuchtigkeitsspeicher in unserer Haut. Sie verleiht dem Gesicht Elastizität, Spannkraft, Glätte und seine weichen Konturen. Mit zunehmendem Lebensalter nimmt der Hyaluronsäuregehalt der Haut ab. Die Haut verliert ihr jugendliches und weiches Aussehen, es entstehen Falten.</p>
<p><br></p>
<p><strong>Was ist das besondere an der Hyaluronsäure für die Lippen?</strong></p>
<p>Das besondere an der Hyaluronsäure für die Lippen ist ihre spezielle Struktur, welche einerseits besonders gut für den Volumenaufbau geeignet ist und sich zusätzlich geschmeidig und weich anfühlt. Sie ist auch hervorragend zur Konturierung der Lippen geeignet, um diese dezent zu betonen und kleine Knitterfalten auszugleichen. Ihre Lippen werden wieder frischer aussehen und bleiben dabei ganz natürlich.</p>
<p>Es handelt sich um einen resorbierbaren, das heißt ein im Laufe der Zeit abbaubaren Filler.</p>
<p> </p>
<p><strong>Welche Effekte können mit der Behandlung der Lippen erreicht werden?</strong></p>
<p>Nach ausführlicher Beratung<span class=""Apple-converted-space"">  </span>werden individuelle Ziele für die Behandlung der Lippen festgelegt. Möglich sind:</p>
<p><br></p>
<p>Glättung der kleinen Falten an der Ober- und Unterlippe (vermehrt bei Rauchern)</p>
<p>Konturierung der Lippen für definierte Lippen</p>
<p>Volumenaufbau für vollere Lippen</p>
<p>Auffüllen der seitlichen Lippenenden für einen freundlichen Ausdruck</p>
<p>Auffüllen der Marionettenfalten</p>
<p> </p>
<p><strong>Wie lange hält die Wirkung bei an?</strong></p>
<p>Die Wirkung hält 6-12 Monate an und kann beliebig häufig wiederholt werden.</p>
<p>Wie lange dauert die Faltenunterspritzung und erfolgt eine Betäubung?</p>
<p> </p>
<p>Die Behandlung dauert in der Regel ca. 20 - 30 min.</p>
<p>Die Lippen zählen zu den empfindlichen Regionen unseres Gesichtes. Bei uns in der Praxis wird ca. 30 Minuten vor der Behandlung eine lokale Betäubung als Creme aufgetragen. Zusätzlich ist die von uns verwendete Hyaluronsäure mit einem Lokalanästhetikum angereichert, so dass die Injektion weitgehend schmerzfrei verläuft. Die lokale Betäubung kann bis zu Stunden nach der Behandlung als Taubheitsgefühl oder leichtes Prickeln zu spüren sein.</p>
<p><br></p>
<p><strong>Wie sehe ich direkt nach der Behandlung aus? Bin ich nach der Behandlung gesellschaftsfähig?</strong></p>
<p>Nach der Behandlung kann vorübergehend eine leichte Rötung oder Schwellung sichtbar sein, manchmal kann sich ein kleiner Bluterguss bilden. All dies bildet sich meist sehr schnell wieder zurück, die Patienten können unter Berücksichtigung kleiner Maßnahmen ihrer normalen Beschäftigung nachgehen.</p>
<p><br></p>
<p><strong>Auf was sollte ich nach der Behandlung achten?</strong></p>
<p>Am Tag der Behandlung sollten sie die zuvor behandelten Bereiche nicht mehr massieren. Auf sehr warme oder kalte Getränke sollte am Tag der Behandlung verzichtet werden. Nach der Behandlung können Sie ebenfalls wieder duschen.</p>
<p><br></p>
<p><strong>Was kann ich vorbeugend tun, um Schwellungen oder Hämatome zu vermeiden?</strong></p>
<p>Sie können vor und nach der Behandlung je 5 Kügelchen (Globuli) Arnika D12 unter der Zunge zergehen lassen. Verzichten Sie 1 Woche vor und nach der Behandlung auf die Einnahme blutverdünnender Medikamente (z.B. ASS).</p>
<p><br></p>
<p><strong>Wann sollte keine Behandlung mit Hyaluronsäre durchgeführt werden?</strong></p>
<p>Hyaluronsäure darf nicht angewendet werden bei Personen, bei denen eine Überempfindlichkeit gegen das Arzneimittel oder einen der sonstigen Bestandteile des Arzneimittels .</p>
<p>Auch bei Infektionen an der vorgesehenen Injektionsstelle, z.B. bei bestimmten Viruserkrankungen wie Herpes oder starker Akne. Patienten unter Immunsuppression oder bei Neigung zu Keloiden sowie unter blutverdünnenden Medikamenten oder mit Gerinnungsstörungen wird von der Behandlung abgeraten.</p>
<p>Schwangere Frauen und stillende Mütter sollten aus Vorsicht nicht mit Hyaluronsäure behandelt werden.</p>","<div class=""page"" title=""Page 13"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Гиалуроновая кислота </span><span>является естественным, важным запасом влаги в нашей коже. Она придает лицу эластичность, упругость, гладкость и мягкие контуры. С возрастом содержание гиалуроновой кислоты в коже уменьшается. Кожа теряет свой юношеский и мягкий вид, появляются морщины.</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 14"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>В чем особенность гиалуроновой кислоты для губ?</span></p>
</div>
</div>
<div class=""layoutArea"">
<div class=""column"">
<p><span>Особенность гиалуроновой кислоты для губ заключается в ее специальной структуре, которая, с одной стороны, особенно хорошо подходит для создания объема и, кроме того, ощущается гладкой и мягкой. Она также отлично подходит для контурирования губ, чтобы подчеркнуть их сдержанно и сгладить мелкие морщинки. Ваши губы будут выглядеть свежими и при этом останутся совершенно естественными.</span></p>
<p><span>Это резорбируемый (то есть со временем рассасывающийся) филлер.</span></p>
<p><span>Каких эффектов можно достичь при коррекции губ?</span></p>
<p><span>После детального обсуждения и оценки индивидуальных особенностей формулируются персонализированные цели коррекции. Возможны следующие результаты:</span></p>
<p><span>• Сглаживание мелких морщин в области верхней и нижней губ, особенно выраженных у курильщиков</span></p>
<p><span>• Чёткое контурирование губ для более выразительной формы</span></p>
<p><span>• Увеличение объёма губ для достижения более полной и гармоничной формы</span></p>
<p><span>• Коррекция уголков губ для более дружелюбного и открытого выражения лица</span></p>
<p><span>• Заполнение марионеточных складок для общего омоложения нижней трети лица</span></p>
<p><span>Сколько держится эффект?</span></p>
<p><span>Результат сохраняется в среднем от 6 до 12 месяцев и может быть повторён при необходимости неограниченное количество раз.</span></p>
<p><span>Сколько времени занимает коррекция губ морщин и будет ли анестезия?</span></p>
<p><span>Процедура обычно длится около 20 - 30 минут. Губы — одна из самых чувствительных зон лица.</span></p>
<p><span>Чтобы обеспечить максимальный комфорт, примерно за 30 минут до процедуры мы наносим местный анестезирующий крем.</span></p>
<p><span>Дополнительно, используемый нами препарат гиалуроновой кислоты содержит анестетик, благодаря чему инъекции практически безболезненны.</span></p>
<p><span>После процедуры может сохраняться ощущение лёгкого онемения или покалывания, которое проходит в течение нескольких часов.</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 15"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Как я буду выглядеть сразу после процедуры? Буду ли я социально приемлемым после процедуры?</span></p>
<p><span>После процедуры возможны временные реакции кожи, такие как лёгкое покраснение, отёчность или небольшой синяк.</span></p>
<p><span>Эти проявления, как правило, проходят быстро. При соблюдении несложных рекомендаций пациенты могут вскоре вернуться к своему обычному ритму жизни.</span></p>
<p><span>На что мне следует обратить внимание после процедуры?</span></p>
<p><span>После инъекции филлеров в губы есть несколько важных вещей, которых следует избегать, чтобы предотвратить осложнения и достичь наилучшего результата.</span></p>
<p><span>Прочитай внимательно в нашем разделе рекомендации или уточни во время процедуры у госпожи Шналь.</span></p>
<p><span>Что можно сделать для предотвращения отёков и синяков?</span></p>
<p><span>Перед и после процедуры рекомендуется рассасывать по 5 гранул Арники D12 под языком. Также следует избегать приема кроверазжижающих препаратов (например, Аспирин) за неделю до и после процедуры.</span></p>
<p><span>Когда не следует проводить лечение гиалуроновой кислотой?</span></p>
<p><span>Гиалуроновая кислота не должна применяться у людей с повышенной чувствительностью к препарату или его компонентам.Кроме того, её не следует использовать при наличии инфекций в области предполагаемой инъекции (например, при герпесе или тяжёлой акне), а также у пациентов, принимающих иммуносупрессивную терапию и имеющих склонность к келоидным рубцам, а также принимающих кроверазжижающие препараты или имеющих нарушения свертываемости крови.Беременным и кормящим женщинам не рекомендуется использование гиалуроновой кислоты по соображениям безопасности.</span></p>
</div>
</div>
</div>"
PRODUCT,16185045942621,handle,ru,,,was-ist-ein-lippenkorrektur,
PRODUCT,16185045942621,product_type,ru,,,"",
PRODUCT,16185045975389,title,ru,,,Was ist ein „ Fadenlifting“?,Что такое «нитевой лифтинг»?
PRODUCT,16185045975389,body_html,ru,,,"<p><strong>Das Fadenlifting</strong> ist eine effektive Methode zur Wiederherstellung der natürlichen Gesichtskontur. Das Fadenlifting hat gegenüber dem herkömmlichen Lifting für den Patienten viele Vorteile: Es bedeutet eine deutlich geringere Belastung, keine Narbenbildung, ein geringes Schmerz- und Entzündungsrisiko, keine lange Ausfallzeit.</p>
<p><strong>Wie wirkt das Fadenlifting?</strong></p>
<p>Die eingesetzten Fäden bewirken eine Aktivierung reparativer Prozesse (6 – 10 Tage), eine Förderung der lokalen Blut-Mikrozirkulation (wenige Tage bis 2 – 4 Monate), Aktivierung des Stoffwechsels der Bindegewebszellen (Fibroblasten) und Erhöhung ihrer Anzahl sowie eine Stimulierung und Synthese von Kollagen, Elastinfasern und Hyaluronsäure (2 – 6 Monate).</p>
<p>Es gibt verschiedene Fäden für verschiedene Bedürfnisse. Sie alle straffen und glätten die Haut und sorgen für ein frischeres, strahlenderes Hautbild. Je nach Art der verwendeten Fäden kann das Ergebnis bis hin zu einem Lifting oder Neuformung der Gesichtskonturen gehen. Wie lange die Wirkung anhält und wie stark sie ausfällt, hängt auch von der Art des Fadens ab.</p>
<p><br></p>
<p><strong>Was bewirkt das Fadenlifting?</strong></p>
<ul>
<li>Lifting eingefallener Konturen</li>
<li>Hautverjüngung (Straffung, Verbesserung des Teints)</li>
<li>Faltenbehandlung</li>
</ul>
<p> </p>
<p><strong>Wie läuft die Behandlung mit dem Fadenlifting ab?</strong></p>
<p>Im ersten Schritt zeichnet Frau Shnal die zu behandelnden Areale ein und betäubt lokal die Eintrittsstellen. Dann werden die Lifting-Fäden in das Unterhaut-Fettgewebe eingeführt. Je nach Region und gewünschtem Effekt werden unterschiedliche Fäden und Techniken verwendet. Feine, glatte oder leicht spiralige Fäden stimulieren die Bildung von neuem Bindegewebe, so dass die Haut straffer und glatter wird. Bestimmte Arten von Fäden können außerdem das Gesichts- oder Halsgewebe anheben und so in seine ursprüngliche Position zurückbringen. Diese neue und sanfte Methode hinterlässt weder Wunden noch Narben. Die Fäden werden nach gewisser Zeit (je nach Art des Fadens) vom Gewebe resorbiert.</p>
<p><br></p>
<p><strong>Welche Areale können mittels Fadenlifting behandelt werden? Welcher Effekt ist zu erwarten?</strong></p>
<ul>
<li>Hängebäckchen, Doppelkinn » Lifting-Effekt</li>
<li>Wangen » Glättung und/oder Lifting-Effekt</li>
<li>Marionettenfalten » Glättung und/oder Lifting-Effekt</li>
<li>Nasolabialfalte » Glättung und/oder Lifting-Effekt</li>
<li>Augenbrauen » Lifting-Effekt</li>
<li>Augenfältchen » Glättung</li>
<li>Oberlippenfältchen » Glättung</li>
<li>Hals » Glättung und/oder Lifting-Effekt</li>
<li>Dekolleté » Glättung</li>
</ul>
<p> </p>
<p><strong>Ist eine Fadenlifting-Behandlung schmerzhaft?</strong></p>
<p>Vor der Behandlung wird eine lokale Betäubung an den Eintrittsstellen gesetzt, so dass die Behandlung nahezu schmerzfrei ist.</p>
<p><br></p>
<p><strong>Was sollte nach der Fadenlifting-Behandlung beachtet werden?</strong></p>
<p>Vermeiden Sie Reiben und jeden direkten Druck auf das behandelte Areal für 1 Woche (z.B. Gesichtsmassagen, Zahnbehandlungen). Meiden Sie Sonnenlicht und Sonnenstudios für 1 Woche, ebenso sollten Sie auf Sport und den Besuch von Sauna, Schwimmbad oder Dampfbad für 1 Woche verzichten.</p>
<p> </p>
<p><strong>Wann sind die Ergebnisse des Fadenliftings sichtbar und wie lange hält das Fadenlifting an?</strong></p>
<p>Das Ergebnis ist je nach eingesetzten Fäden sofort bis verzögert sichtbar. Bei den PDO-Fäden tritt der maximale Effekt nach ca. 4 bis 8 Wochen ein. Anschließend werden die Fäden langsam vom Körper abgebaut. Während des Abbaus wird im Unterhautgewebe verstärkt Kollagen gebildet und das Bindehautgewebe gefestigt. Ein natürliches Stützgerüst entsteht. Die Effekte halten je nach Fadenmaterial 1 bis 3 Jahre an.</p>
<p><br></p>
<p><strong>Welche Risiken und mögliche Nebenwirkungen gibt es beim Fadenlifting?</strong></p>
<p>Unmittelbar nach der Behandlung kann es zu lokalen Schwellungen und vorübergehendem Schmerzempfinden kommen. Neben injektionsbedingten Blutungen können leichte Ödeme oder Erytheme entstehen, die mit Juckreiz und Druckschmerzhaftigkeit verbunden sein könne. eine leichte Rötung, Blutergüsse oder Schwellung sichtbar sein. Diese Nebenwirkungen sind in der Regel nur vorübergehend und klingen nach 1-3 Tagen ab. In seltenen Fällen können kleine Hämatome, Verhärtungen, Hypertrophien, Teleangiektasien oder Knötchenbildungen auftreten, die jedoch narbenfrei abheilen. Infektionen sind äußerst selten und können durch Schmutz oder durch Eindringen von unsauberen Wasser entstehen. Bitte informieren Sie Fr. Shnal, wenn Entzündungsreaktionen oder andere unerwünschten Nebenwirkungen länger anhalten. Damit diese entsprechend behandelt werden können.</p>
<p><br></p>
<p><strong>Verträgt sich meine regelmäßige Faltenbehandlung mit Botox- oder Hyaluronsäure mit dem Fadenlifting?</strong></p>
<p>Das Fadenlifting kann sehr gut mit anderen ästhetischen Maßnahmen wie Botox, Hyaluron-Filler oder Laser kombiniert werden.</p>
<p>Bei Botox empfiehlt sich ein zeitlich versetztes Vorgehen, zunächst wird Botox injiziert, nach 14 Tagen kann das Fadenlifting erfolgen. Filler können ggf. auch in einer Sitzung gemeinsam mit dem Fadenlift injiziert werden.</p>
<p> </p>","<div class=""page"" title=""Page 16"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Нитевой лифтинг </span><span>— это эффективный метод восстановления естественного контура лица. Нитевой лифтинг имеет много преимуществ по сравнению с традиционным лифтингом для пациента: это значительно меньшая нагрузка, отсутствие образования шрамов, низкий риск боли и воспаления, отсутствие длительного времени восстановления.</span></p>
<p><span>Как действует нитевой лифтинг?</span></p>
<p><span>Используемые нити активируют репаративные процессы (6 – 10 дней), способствуют местной микроциркуляции крови (несколько дней до 2 – 4 месяцев), активируют обмен веществ клеток соединительной ткани (фибробластов) и увеличивают их количество, а также стимулируют и синтезируют коллаген, эластиновые волокна и гиалуроновую кислоту (2 – 6 месяцев).</span></p>
<p><span>Существуют разные нити для разных потребностей. Все они подтягивают и разглаживают кожу, обеспечивая более свежий и сияющий вид. В зависимости от типа используемых нитей результат может варьироваться от лифтинга до изменения контуров лица. Как долго продлится эффект и насколько он будет выраженным, также зависит от типа нити.</span></p>
<p><span>Что дает нитевой лифтинг?</span></p>
<p><span>Нитевой лифтинг оказывает комплексное омолаживающее действие:<br>• Подтягивает и восстанавливает утраченную чёткость контуров лица<br>• Улучшает качество кожи: повышает упругость, улучшает тон и текстуру • Снижает выраженность морщин и заломов<br></span><span>Как проходит процедура нитевого лифтинга?</span></p>
<p><span>На первом этапе врач госпожа Шналь детально размечает зоны коррекции и проводит местную анестезию в точках введения нитей. Затем специальные лифтинговые нити вводятся в подкожную жировую ткань. В зависимости от области воздействия и желаемого результата применяются различные типы нитей и техники их установки.</span></p>
<p><span>Тонкие, гладкие или спиралевидные нити стимулируют выработку коллагена, что способствует естественному уплотнению и разглаживанию кожи. Некоторые виды нитей также обладают выраженным подтягивающим эффектом — они механически фиксируют ткани и возвращают их в более молодое положение.</span></p>
<p><span>Процедура малотравматична: не требует разрезов, не оставляет шрамов и имеет короткий восстановительный период. Нити полностью рассасываются в тканях в течение нескольких месяцев, продолжая стимулировать омоложение кожи.</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 17"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Какие области можно обработать с помощью нитевого лифтинга? Какой эффект можно ожидать?</span></p>
<p><span>Обвисшие щеки, двойной подбородок » Лифтинг-эффект<br>Щеки » Выравнивание и/или лифтинг-эффект<br>Марионеточные морщины » Выравнивание и/или лифтинг-эффект Насмолабные складки » Выравнивание и/или лифтинг-эффект Брови » Лифтинг-эффект</span></p>
<p><span>Морщины вокруг глаз » Выравнивание Морщины верхней губы » Выравнивание Шея » Выравнивание и/или лифтинг-эффект Декольте » Выравнивание</span></p>
<p><span>Болезненна ли процедура нитевого лифтинга?</span></p>
<p><span>Процедура проходит практически безболезненно. Перед введением нитей в зонах прокола проводится местная анестезия, благодаря чему пациенты ощущают минимальный дискомфорт во время лечения.</span></p>
<p><span>Что важно учитывать после нитевого лифтинга?</span></p>
<p><span>Для оптимального результата и комфортного восстановления соблюдайте следующие рекомендации в течение одной недели после процедуры:</span></p>
<p><span>• Избегайте трения и давления на обработанные участки (например, массаж лица, активные косметические процедуры, стоматологическое лечение).</span></p>
<p><span>• Не подвергайте кожу прямому солнечному воздействию и не посещайте солярий.</span></p>
<p><span>• Воздержитесь от физических нагрузок, посещения сауны, бани, бассейна и паровой комнаты.</span></p>
<p><span>Когда результаты нитяного лифтонга становятся видимыми и как долго он сохраняется?</span></p>
<p><span>Результат виден сразу или с задержкой в зависимости от используемых нитей. При использовании PDO-нитей максимальный эффект достигается примерно через 4-8 недель. Затем нити медленно биодеградируют организмом. В процессе разложения в подкожной ткани активно образуется коллаген, и соединительная ткань укрепляется. Формируется естественный каркас. Эффекты сохраняются в зависимости от материала нитей от 1 до 3 лет.</span></p>
</div>
</div>
<div class=""layoutArea"">
<div class=""column"">
<p><span>Какие риски и возможные побочные эффекты существуют при нитевом лифтинге?</span></p>
</div>
</div>
</div>
<div class=""page"" title=""Page 18"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>После проведения процедуры нитевого лифтинга могут наблюдаться местные отёки и кратковременные болевые ощущения. Также возможно появление незначительных кровоизлияний в местах инъекций, легкой эритемы, отечности или покраснения кожи. Эти проявления, как правило, сопровождаются умеренной болезненностью при пальпации и зудом, и обычно проходят в течение 1–3 дней без дополнительного вмешательства.</span></p>
<p><span>В отдельных случаях возможны формирование небольших гематом, локальных уплотнений, гипертрофий, телеангиэктазий или узелков. Эти изменения, как правило, самостоятельно разрешаются и не оставляют рубцовых изменений.</span></p>
<p><span>Инфекционные осложнения возникают крайне редко и, как правило, связаны с нарушением правил антисептики или контактом с загрязнённой водой в постпроцедурный период.</span></p>
<p><span>Если воспалительные реакции или иные нежелательные проявления сохраняются дольше обычного, пожалуйста, своевременно сообщите об этом доктору Шналь для назначения соответствующего лечения.</span></p>
<p><span>Совместимы ли мои регулярные процедуры по лечению морщин с ботоксом или гиалуроновой кислотой с нитяным лифтингом?</span></p>
<p><span>Совместимость нитевого лифтинга с ботулинотерапией и гиалуроновыми филлерами</span></p>
<p><span>Нитевой лифтинг прекрасно сочетается с другими эстетическими методами омоложения, включая инъекции ботулотоксина (ботокса), гиалуроновые филлеры, а также лазерные процедуры.</span></p>
<p><span>Для достижения оптимального результата рекомендуется последовательный подход. В случае использования ботулотоксина его введение целесообразно проводить за 10–14 дней до процедуры нитевого лифтинга. Это позволяет ботулотоксину полноценно проявить своё действие и способствует более точному позиционированию нитей.</span></p>
<p><span>Гиалуроновые филлеры, при необходимости, могут быть введены как до, так и во время процедуры нитевого лифтинга — в рамках одной сессии, если это показано с эстетической точки зрения и не вызывает перегрузки тканей.</span></p>
</div>
</div>
</div>"
PRODUCT,16185045975389,handle,ru,,,was-ist-ein-fadenlifting,
PRODUCT,16185045975389,product_type,ru,,,"",
PRODUCT,16185046008157,title,ru,,,Was ist ein „Lipolyse“?,Что такое «Липолиз»?
